Year,State,Population,Total Religous,Christianity,Islam,Hinduism,Buddhism,Noreligion,Syncretism,Judaism,Sikhism,Code,Continent,GDP per Capita
2010,Morocco,31776052,31753775,317760,31430015,0,0,0,0,6000,0,MAR,Africa,2839.92611978697
2010,Mozambique,21841850,21746798,10340024,5320442,35165,1900,192300,4063,218,0,MOZ,Africa,471.904343344477
2010,Myanmar,58807968,58723875,4565000,2450000,58808,43983776,286983,119276,25,1593,MMR,Asia,129889.14641382
2010,Namibia,2144764,2141053,1865944,10200,3500,0,41443,0,2466,0,NAM,Africa,5394.99671166874
2010,Nauru,9937,9638,9638,0,0,0,0,0,0,0,NRU,Oceania,4752.17508153522
2010,Nepal,26494504,26482921,375697,1162370,21551492,2396099,50000,0,0,609,NPL,Asia,592.401207101201
2010,Netherlands,16612522,16599530,9626041,963526,107151,201012,5648257,6911,25700,13290,NLD,Europe,50950.0343435181
2010,New Zealand,4367490,4365644,2361557,48943,86698,91846,1711677,11480,4696,9922,NZL,Oceania,33676.7741239925
2010,Nicaragua,5821815,5768109,5242544,1602,0,0,523963,0,0,0,NIC,North America,1503.8641909311
2010,Niger,14988429,14927242,584548,13714412,0,0,15200,0,0,3582,NER,Africa,476.869532167304
2010,Nigeria,154110416,153840035,64726375,78284656,0,8229,484129,4546,100,0,NGA,Africa,2280.43733738126
2010,Norway,4885082,4764758,4103723,99500,5203,13450,540000,0,823,1042,NOR,Europe,87693.7900658099
2010,Oman,2979954,2883594,99499,2678195,78000,8900,0,0,0,19000,OMN,Asia,18712.5701450989
2010,Pakistan,168446576,168326115,2863590,161189415,3705824,96880,163620,2152,0,43058,PAK,Asia,987.409712037523
2010,Palau,21370,21349,18391,470,27,182,326,53,0,0,PLW,Oceania,10356.6336192492
2010,Panama,4255000,4231601,4166894,13181,593,16233,0,3106,6590,148,PAN,North America,8082.01617465426
2010,Papua New Guinea,6886887,6862622,6611410,1832,0,2865,35816,3581,813,0,PNG,Oceania,1949.35118513254
2010,Paraguay,6455292,6389510,6138983,3873,0,14783,193658,0,3208,0,PRY,South America,4359.42841539817
2010,Peru,29402646,28834986,27579681,6000,0,10200,1176105,0,3000,0,PER,South America,5082.35370614454
2010,Philippines,92097978,91875083,84493445,5113771,0,105000,858781,53000,300,0,PHL,Asia,2217.47215336037
2010,Poland,38182920,37602462,34539629,5100,0,1500,3054633,0,1600,0,POL,Europe,12613.0109954681
2010,Portugal,10642505,10021789,9123319,90987,6386,59598,735901,0,3192,426,PRT,Europe,22498.6908586557
2010,Qatar,1699435,1560939,245603,798733,450000,36603,30000,0,0,0,QAT,Asia,67403.0876779676
2010,Romania,21433182,21344022,20899522,85000,0,0,350000,0,9500,0,ROU,Europe,8214.07689289811
2010,Rwanda,10344436,10206774,9252868,475843,517,0,36200,0,0,0,RWA,Africa,609.724917020252
2010,Samoa,188861,183990,180140,61,0,19,2750,19,0,0,WSM,Oceania,3566.42835995646
2010,San Marino,32544,31840,28088,6,0,0,3450,0,0,0,SMR,Europe,60254.7763024869
2010,Sao Tome and Principe,162915,162539,153810,2443,0,0,2020,0,0,0,STP,Africa,1090.26076257543
2010,Saudi Arabia,26090784,26043051,782723,24477606,260907,0,521815,0,0,0,SAU,Asia,19262.5476010256
2010,Senegal,12084098,12054458,421345,11346069,0,1631,20144,387,0,0,SEN,Africa,1271.58328084525
2010,Seychelles,86617,86526,81121,1459,2174,331,840,0,0,0,SYC,Africa,10804.6844747547
2010,Sierra Leone,6139274,6105979,1169246,3396544,3000,0,75086,0,0,0,SLE,Africa,401.834876099443
2010,Singapore,5112000,5104933,930663,727000,258053,1688506,602421,320000,300,17564,SGP,Asia,47236.9602345421
2010,Slovenia,2053714,1930694,1375987,61611,0,0,492891,0,205,0,SVN,Europe,23509.5431355463
2010,Solomon Islands,536533,518054,482878,1700,0,1750,1700,0,0,0,SLB,Oceania,1604.20582993513
2010,South Africa,50022088,49591874,40488807,845000,750331,159070,3200000,33515,81536,10605,ZAF,Africa,8148.9612020223
2010,Spain,46076496,45915968,37121529,1400000,0,10200,7372239,0,12000,0,ESP,Europe,30502.7197080776
2010,Sri Lanka,20590078,20514243,1495578,1975865,2565831,14467488,9481,0,0,0,LKA,Asia,2799.64873802555
2010,St. Kitts and Nevis,50700,50647,45525,141,481,0,4500,0,0,0,KNA,North America,15510.1991465257
2010,St. Lucia,164000,161515,151183,164,492,0,9676,0,0,0,LCA,North America,8540.07097992462
2010,St. Vincent and the Grenadines,104000,96063,93496,104,312,0,1976,0,0,0,VCT,North America,6292.49885392505
2010,Sudan,40125232,39782745,2867533,28488914,0,0,401252,0,0,0,SDN,Africa,1489.87408744006
2010,Suriname,566000,565990,271680,110936,155084,0,0,0,290,0,SUR,South America,8255.87487222955
2010,Sweden,9379022,9216979,7133814,562741,0,0,1500643,0,19781,0,SWE,Europe,52869.0442891587
2010,Switzerland,7825122,7747297,6303993,322000,24336,25431,1050000,0,17500,0,CHE,Europe,77117.126014204
2010,Tajikistan,7436448,7040813,150000,6692802,0,5600,185911,0,2000,0,TJK,Asia,749.552412285997
2010,Tanzania,43070004,42862247,20574501,15505201,322500,9777,385000,22784,0,12921,TZA,Africa,743.403663887825
2010,Thailand,67333472,67086798,403998,6733346,56000,58580120,673334,62000,200,19500,THA,Asia,5076.33987220163
2010,Togo,5827529,5808616,2797212,815854,0,0,14365,0,0,0,TGO,Africa,534.04478262418
2010,Tonga,104817,103146,98745,0,105,126,454,0,0,0,TON,Oceania,3527.95234170016
2010,Trinidad and Tobago,1305000,1210710,729270,65700,240100,0,175640,0,0,0,TTO,North America,16683.3930629542
2010,Tunisia,10548997,10482352,37346,10443506,0,0,0,0,1500,0,TUN,Africa,4344.64192043549
2010,Turkey,76787632,76418971,320277,75699756,0,0,383938,0,15000,0,TUR,Asia,10742.7749787626
2010,Turkmenistan,5616004,5562361,505440,4998243,0,722,56160,0,700,0,TKM,Asia,4439.20212759739
2010,Tuvalu,10067,9996,9764,10,0,0,70,0,0,0,TUV,Oceania,3024.76177363717
2010,Uganda,31118996,31083886,25921856,3734278,182000,2005,133345,3983,2000,1556,UGA,Africa,822.539372481212
2010,Ukraine,46005476,45965669,39196664,456000,0,46005,6200000,0,67000,0,UKR,Europe,2965.13971520617
2010,United Arab Emirates,6236650,6210819,445461,4208337,1387654,22000,85000,0,0,0,ARE,Asia,33893.2638727391
2010,United Kingdom,62206876,60025215,38957273,2700000,817000,248827,16275000,226063,263000,423000,GBR,Europe,39688.6149684498
2010,United States of America,312750000,311953794,233111307,2814750,1797698,3410236,59422500,803181,5942248,406908,USA,North America,48466.6576026922
2010,Uruguay,3356679,3339251,2746709,1015,0,32,577348,0,10070,0,URY,South America,11992.0237658273
2010,Uzbekistan,28160570,28105556,1408027,26189329,0,0,504000,0,4200,0,UZB,Asia,1742.34925645077
2010,Vanuatu,241400,236623,205190,0,0,476,8000,0,0,0,VUT,Oceania,2839.40634031798
2010,Vietnam,87918024,87891885,8004439,93736,50000,43079830,32002160,820000,0,0,VNM,Asia,1317.89064625221
2010,Zambia,13039656,13022522,11344499,71124,65198,3912,23431,0,1682,0,ZMB,Africa,1489.45908689417
2010,Zimbabwe,12165294,12105955,9961179,130448,18005,182,311930,389,11326,0,ZWE,Africa,948.331481033457
